,97_10060,97_10170,97_10374,97_1050,97_10520,97_10537,97_1054,97_1071,97_10733,97_1075,97_10830,97_10839,97_1084,97_10925,97_11096,97_1137,97_11378,97_1147,97_1148,97_1175,97_1194,97_12020,97_12056,97_12122,97_1226,97_1228,97_1230,97_1232,97_12978,97_1300,97_1301,97_13015,97_13039,97_13041,97_1309,97_1313,97_1324,97_1325,97_13291,97_13292,97_1330,97_1333,97_13532,97_1361,97_1366,97_1370,97_1379,97_1382,97_13849,97_13850,97_1403,97_14136,97_14137,97_14423,97_1456,97_1465,97_14712,97_14748,97_14845,97_14988,97_15130,97_15193,97_1527,97_1537,97_1542,97_15421,97_15424,97_1547,97_1549,97_1553,97_1555,97_15657,97_1585,97_160,97_16044,97_1606,97_1613,97_16290,97_164,97_1641,97_16428,97_1659,97_1665,97_1666,97_16738,97_16936,97_1697,97_1707,97_1742,97_17470,97_1756,97_17737,97_17770,97_17976,97_1798,97_18025,97_1803,97_18157,97_1825,97_1830,97_1834,97_1841,97_1854,97_1856,97_18567,97_1860,97_18627,97_1877,97_1885,97_1889,97_18902,97_18927,97_1894,97_18950,97_19095,97_1935,97_1936,97_1950,97_1973,97_1991,97_2021,97_2039,97_20442,97_2048,97_2053,97_2057,97_20581,97_2063,97_2069,97_2071,97_2072,97_20788,97_20794,97_2082,97_2093,97_210,97_2106,97_2108,97_2110,97_2126,97_2138,97_2140,97_2154,97_216,97_2177,97_2192,97_2208,97_22145,97_2220,97_2236,97_22392,97_22412,97_2251,97_2258,97_2263,97_2264,97_227,97_2273,97_2275,97_228,97_2280,97_22831,97_2285,97_22871,97_22959,97_2298,97_2303,97_23057,97_2306,97_2309,97_2317,97_233,97_2346,97_2379,97_2381,97_2389,97_239,97_24041,97_2426,97_24738,97_2478,97_24849,97_2494,97_2496,97_25106,97_252,97_2523,97_2535,97_2547,97_2550,97_2569,97_2572,97_258,97_259,97_2593,97_2609,97_26184,97_26381,97_26612,97_2674,97_2687,97_27012,97_2726,97_2736,97_27384,97_2742,97_2745,97_2751,97_2755,97_27615,97_27681,97_2774,97_27767,97_2786,97_28060,97_28170,97_282,97_2822,97_28318,97_2832,97_2835,97_2837,97_28373,97_2844,97_28517,97_28781,97_2892,97_2895,97_2899,97_290,97_2906,97_29169,97_2917,97_2948,97_2949,97_2968,97_2973,97_2984,97_2998,97_3004,97_30167,97_3025,97_30251,97_3042,97_3043,97_3085,97_3095,97_3097,97_31030,97_3107,97_31085,97_31086,97_311,97_3113,97_3129,97_3146,97_316,97_31659,97_3188,97_32005,97_3212,97_3220,97_32224,97_3227,97_3231,97_3248,97_3270,97_3273,97_3281,97_3283,97_3287,97_329,97_3300,97_3322,97_3323,97_3337,97_33425,97_3344,97_33458,97_3363,97_33708,97_3375,97_3379,97_3382,97_33932,97_3415,97_3420,97_3430,97_3432,97_34349,97_3436,97_3437,97_3451,97_3464,97_34716,97_3482,97_3489,97_3494,97_3505,97_3506,97_3509,97_3514,97_3515,97_3528,97_3529,97_3535,97_3548,97_3549,97_3555,97_3569,97_3575,97_3581,97_3587,97_3594,97_3610,97_3620,97_3625,97_3639,97_3658,97_368,97_3692,97_3693,97_3703,97_373,97_37315,97_3732,97_3739,97_3754,97_37705,97_3774,97_37765,97_3795,97_3830,97_3833,97_38451,97_386,97_3868,97_38876,97_3945,97_39512,97_39692,97_3970,97_39893,97_3992,97_3994,97_4002,97_4005,97_4014,97_4017,97_4028,97_4029,97_40301,97_40706,97_4072,97_4075,97_4077,97_409,97_4107,97_4118,97_4127,97_41403,97_4148,97_4156,97_4158,97_4165,97_4177,97_4179,97_4182,97_41820,97_4189,97_422,97_4229,97_423,97_4266,97_428,97_4280,97_4287,97_4297,97_4302,97_433,97_4338,97_4341,97_4364,97_4374,97_4386,97_441,97_4417,97_44192,97_44193,97_44396,97_4440,97_44468,97_4456,97_4476,97_44778,97_4483,97_44993,97_45002,97_4508,97_4514,97_45250,97_4532,97_4536,97_454,97_4549,97_45501,97_4552,97_4553,97_4564,97_4575,97_4579,97_4580,97_4582,97_4590,97_4591,97_460,97_46047,97_46055,97_4606,97_4607,97_46073,97_46318,97_46403,97_46405,97_46517,97_46587,97_4665,97_4677,97_4678,97_4690,97_4693,97_4699,97_476,97_47710,97_48331,97_48618,97_48977,97_49336,97_49575,97_496,97_50077,97_505,97_51076,97_5115,97_51697,97_517,97_5199,97_52109,97_52419,97_53171,97_53225,97_54592,97_551,97_552,97_55322,97_5667,97_567,97_574,97_57693,97_5787,97_5797,97_582,97_58450,97_587,97_59,97_592,97_59658,97_59915,97_60610,97_61524,97_61543,97_6183,97_62713,97_628,97_62903,97_63040,97_6318,97_6337,97_6338,97_63420,97_649,97_65,97_65006,97_6501,97_65310,97_654,97_65734,97_6590,97_66035,97_66204,97_66628,97_673,97_681,97_6813,97_682,97_687,97_68771,97_700,97_7020,97_71,97_72122,97_7306,97_7389,97_739,97_7390,97_7397,97_74314,97_749,97_74947,97_75124,97_75567,97_757,97_76088,97_7644,97_767,97_7738,97_774,97_77458,97_78,97_78306,97_7840,97_797,97_79925,97_80961,97_816,97_82,97_824,97_825,97_826,97_82736,97_8302,97_83448,97_8386,97_83985,97_849,97_85414,97_86704,97_8697,97_8706,97_8707,97_872,97_87673,97_88,97_8827,97_8830,97_88433,97_88515,97_89418,97_89419,97_89421,97_89424,97_89426,97_89431,97_89436,97_89444,97_89445,97_89451,97_89453,97_89476,97_89477,97_89492,97_89495,97_89500,97_89540,97_89551,97_89581,97_89584,97_89592,97_89593,97_89595,97_89598,97_8986,97_89866,97_899,97_906,97_90997,97_911,97_91890,97_920,97_92459,97_93263,97_936,97_9366,97_940,97_947,97_954,97_9720,97_974,97_975,97_980,97_983,97_99
agricultural,2.15E-05,3.52E-05,0.000819329,4.81E-05,0,0.000297151,0.000294651,0.000375238,0.000818637,0.000426447,0,0.003397814,0.00717929,4.06E-05,0.000212556,0,0.005977194,3.09E-05,2.26E-05,0.001975311,0.000728999,0.001241075,0.000176287,0.006099206,0.001523827,0.000431774,0.001812201,5.98E-05,8.35E-05,0.00195537,6.30E-05,8.13E-05,0.000219494,0.0008003,0.003138293,0.004566589,0.000161325,0.000211171,3.96E-05,0.007519014,0.000999998,0.001245939,4.28E-07,5.85E-05,0.002906956,3.36E-05,0.003300433,0.000155639,3.87E-06,0,0.000307075,3.50E-05,0.000218319,4.06E-05,2.69E-05,0.000174107,5.12E-05,0.000112191,2.14E-06,0.000230814,4.67E-06,0.000316897,1.42E-05,0.002030059,0.000250672,0.004781048,5.31E-05,4.50E-05,3.99E-06,0.001506559,0.011775928,2.93E-05,0.001667873,0.020468338,0.000157396,0.00019724,3.35E-05,0.000135446,0.005032041,0.00143289,0.000287521,0.002651565,0.012466922,0.000238797,5.55E-05,0.006461377,0.000404411,0,0.020157833,0.001243735,6.08E-06,4.89E-05,7.85E-05,3.42E-06,8.59E-06,0.000279348,0.020033366,6.87E-05,0.005112916,0.004427098,0.000100591,0.002532022,2.95E-06,4.41E-06,0.000151518,0.007632544,0.000672564,9.37E-06,4.74E-07,0.003336979,5.47E-07,0.002126364,0.000635715,0,0.002448877,0.000135544,6.10E-05,7.33E-07,0.000591126,1.77E-05,0.000135345,0.001655439,0,0,3.39E-06,0.006329723,6.29E-06,1.28E-05,0.000341949,0.009755651,4.01E-06,0.000161689,6.96E-06,0.000145565,0.001035384,3.87E-06,0.005896185,5.99E-05,0.000356501,3.32E-05,2.08E-05,0.000973749,2.96E-05,0.001660237,0.000260015,0,8.82E-06,5.01E-06,0.000284286,0.002275908,1.42E-05,0,3.23E-05,0.021584858,0.000307576,0.0011809,0.021001949,0.005996359,1.11E-05,0.000304538,0,0.015013985,0.007717519,0.000292977,0.000642254,2.22E-06,3.68E-06,0.001375482,1.09E-05,7.04E-06,0.007108037,0.000158951,9.61E-06,2.07E-06,0,0,0.043587042,0.00448504,1.06E-06,0.009247213,4.27E-05,0.000897856,0,0.002606752,0.000892352,7.86E-05,0.000114503,0.000116451,0.007678921,0.00017473,0.000261414,0.00412848,0.005114842,0.001333696,6.73E-06,0.0003784,0.000332855,1.31E-06,0.000156363,9.69E-05,6.18E-06,0.000106242,5.20E-05,0,0.004755345,0.003547523,0,0,0.001015462,0,1.63E-05,0,0.000150224,8.80E-06,7.59E-06,9.83E-06,0.014893401,0.006684959,4.95E-06,2.18E-05,0,0.000373046,2.33E-06,0.001595168,8.25E-06,2.42E-05,7.67E-06,3.93E-05,0.000150741,0.000509511,1.28E-05,2.26E-06,0,0.001876683,0.000186247,0.00487728,0.0004911,2.76E-06,0.018763832,1.87E-05,3.99E-06,0.00160869,0.000375185,0.000291263,0.002894811,0.000100173,0.000213652,0.000215605,0.000970321,0.000591555,0.001173678,0.000927971,0.001500655,5.92E-06,0,0,0.013189931,0.000301949,3.54E-05,0,0.000803818,2.86E-07,1.09E-05,0,1.34E-05,1.88E-05,4.35E-06,0,1.26E-05,0.000264402,4.94E-05,0.037549998,0.000163209,0.001152941,6.08E-05,7.86E-06,8.39E-05,6.00E-06,3.62E-05,0.002432649,2.90E-06,0,0.000110752,0.003864569,0.000724996,0.000129537,0.001535664,0.000201572,0.001616343,0,8.32E-05,0.000219002,0.000185833,0.000143542,0.000108179,0.014568582,0.006102286,0,0.00012516,0.00044848,7.36E-06,0.000946538,4.88E-05,0.00023099,0.000289755,0.001958219,0.001264623,7.96E-05,0.002075369,4.88E-05,0.001971635,0.000130902,0.000161486,9.70E-06,5.06E-06,0.000370611,0.000238388,7.09E-05,0.000630081,3.12E-05,1.58E-05,0.000385611,2.64E-06,0.008042565,0.001201914,8.89E-05,0.003835889,0.001044696,2.87E-05,0.000373837,4.16E-05,2.97E-05,3.89E-05,0.000702979,0.000349152,0.005523034,3.41E-05,0,6.88E-06,0.000696998,0,6.55E-05,8.47E-05,0,0.005126295,0.000222826,0.002888823,0.001265983,0,3.38E-06,5.38E-05,0,0.002075707,2.91E-06,0.010354585,0.002505586,5.30E-05,4.35E-05,0.000197762,2.22E-05,5.50E-08,6.76E-05,1.69E-06,0.000394413,6.51E-06,0.00129505,0.000389142,0,0.000220395,0.000671853,2.50E-05,0,2.55E-05,5.02E-05,0.000142071,3.34E-06,0.001348623,0.000171237,0.000152942,0.003209213,3.99E-06,0.000370294,0.000755365,0,0.000519068,0.025806341,0.000512667,5.71E-06,1.31E-06,1.77E-05,0.000816465,0,0.000413725,0.000976769,9.59E-05,0.000481567,8.18E-06,0,3.38E-05,4.59E-05,1.43E-06,1.00E-06,0.000113006,0.003014607,0.001952515,1.12E-05,8.04E-06,6.71E-06,0.000412237,0.002918479,0.000403217,0.000199797,0.000586186,0.00049106,0.000305343,1.20E-05,1.40E-05,0,8.79E-06,0.000464063,7.98E-05,0,0,0,2.02E-05,0.005940911,0.002495581,0.001759745,0,6.53E-05,0.000143439,0.000303275,6.24E-05,0.000436262,0.000425596,2.60E-06,0,5.32E-07,0,0.021719454,5.60E-05,0,0,0,0.000415017,0.000459387,2.89E-05,0.000182041,0,1.34E-05,0,0,2.09E-05,2.72E-06,1.95E-06,0.003655648,0.007160761,0.003693183,3.69E-05,0.00365156,0.000192115,0.037352386,0.000402378,0,0.014884561,0.005480036,3.46E-07,1.44E-05,0,1.30E-05,7.48E-06,0.002966624,8.74E-06,0.000327357,0,0,4.55E-05,1.24E-05,5.55E-05,0,0.000178701,0.024949062,0,1.94E-05,0,3.91E-05,4.66E-05,0.000601324,0,1.31E-05,6.93E-06,0.000392849,0.000242606,0.00149749,0.00018502,6.56E-06,0,0.001915999,0.000131411,0.004338762,0.000156913,0.021406538,0,2.66E-05,0.001037629,1.43E-06,0,0.006456541,1.38E-05,0,3.95E-06,0.000279174,1.79E-05,0,0.000181211,0.000170786,0.001352572,8.59E-06,0.00013864,0,1.55E-05,4.74E-06,1.18E-05,0,0.006656547,4.36E-06,6.90E-05,7.98E-05,0.003401781,1.60E-05,0.002068844,1.99E-05,0.0001973,1.07E-05,0.004246965,0.000793879,7.35E-05,0.040172887,0.000577651,0.009412969,0.002333861,0.000405692,0.032969138,6.41E-05,0.00049657,0.000171872,1.22E-05,0.002662726,0,5.08E-06,0,0,0.000376063,1.19E-06,9.51E-06,7.67E-05,1.41E-06,1.85E-06,0,9.89E-05,0,0,0,0,2.26E-06,0,6.69E-05,3.37E-06,1.95E-06,0,0,1.98E-05,5.36E-07,0.005643979,0.000125408,2.82E-05,0.00338831,1.64E-05,0.000111115,0,0,0.001649779,0.006125559,4.52E-06,0,0.001205042,1.18E-05,0.005193957,0.004830829,0.000315944,0.00038625,0.014329405
desert,4.62E-06,0.000529696,0.000267619,0.000754807,0.000109539,0.00584648,0.000432174,0.00096952,0.000297967,0.00392295,0,0.000766853,0.006101508,0,0.001263154,0,0.000652487,2.87E-05,7.71E-05,0.002581998,0.001998597,0.002873411,5.02E-05,0.000919308,0.000172902,0.001855393,0.00094509,0.000414119,2.36E-05,0.004468484,0,0.002990262,0.000562919,0.001203185,0.005161017,0.001703494,0.000484133,0.002597778,0.000633947,0.003741874,0.009991481,0.007202064,8.68E-05,0.001010037,0.005448128,0.001012657,0.001067212,0.000371487,6.09E-05,0,4.34E-05,0.000558975,0.001544593,0.00020713,5.53E-05,0.001289402,2.15E-05,0.001592865,7.16E-06,2.42E-05,0,0.000403707,0.00096695,0.000469669,0.00027216,0.001091528,0.000420393,0,0,0.003181653,0.013644005,0.000688034,0.002646321,0.006910282,0.000467419,0.00231458,0.001123117,0.000365609,0.000490959,0.006286426,0.003047713,0.00203567,0.013196245,0.000742882,0,0.005230832,0.000701409,0,0.008442668,0.002541916,0.000146009,0.000321965,0.000181735,5.92E-05,0,0.000689219,0.005808077,0.000143542,0.000736177,0.003192904,0.00074634,0.007591986,0.001800299,6.72E-05,0,0.000680104,0.000145081,0,0.000111785,0.005966925,0,0.002483414,0.001869006,0,0.002035477,0.00115308,5.29E-05,0,0.001650626,0.000672925,0.000149597,0.000217678,0,0.000299128,2.90E-05,0.004816998,7.46E-05,0.001095426,0.00181958,0.002750907,0.000125593,0.001352399,0,5.26E-05,0.000385857,0.000622427,0.004039637,0.000166571,0.001232675,0.000517051,0,0.00378563,0.000352687,0.003307351,0.003291988,6.75E-05,0.000288681,1.56E-05,0,0.000461299,1.22E-05,8.19E-05,0.000311321,0.009374325,0.001516106,0.000798065,0.015616407,0.000460936,0.000131034,0.000112873,6.41E-06,0.01529979,0.007116718,0.000420393,0.000138121,4.97E-05,0,0,0.0003869,1.38E-05,0.004193719,3.82E-05,0.000134852,0.000144363,0,0,0.039300676,0.005873596,7.52E-05,0.003554177,0.000557562,0.000539726,0.000205234,0.003356235,0.000448028,0,0.001953231,0.000269605,0.006861736,0.001178996,0.000644912,0.003847113,0.00789991,0.002616923,0,3.14E-05,0,0,0.000266477,0.00119236,0.000235476,0.000157425,0,0,0.00195451,0.002920643,0,0,0.004053985,0,0.000254486,1.41E-05,0.000284298,0,8.47E-06,0.000100753,0.006332372,0.001233437,0,0.000155983,0,0.003319097,3.55E-05,0.00228262,0.000745696,0.000762985,0.000256506,0.001065017,0.00063253,0.001650578,0.000523502,8.70E-05,0,0.002344412,0.000344776,0.005376857,0.000144557,2.54E-05,0.019110763,0,0.000216059,0.003035532,8.63E-05,0.004576448,0.003354291,0.001052793,0.000164779,0.000222821,0.002060017,0.00010206,0.001837533,0,0.002918798,6.10E-05,2.96E-05,0,0.004415676,0.000151611,7.09E-05,0,0.002270642,0,0,0,0,0,0.002016621,0.000157067,0.000136588,6.55E-05,0.000460229,0.020332051,3.73E-06,0.003211184,0.009898179,0.005168631,0.000105137,0,0.000299128,0.008596723,0,0,0.004952457,0.003199419,0.002493155,0.000192281,0.002038099,0.001827917,0.006001322,0.000644049,0.000209433,0.001997325,0.000714577,0,0.000551331,0.006726743,0.001686888,0.000105208,0.000255717,0.000222574,5.41E-05,0.002656466,0.000955523,0.00178886,0.001520509,0.002849865,0.001901318,0.000184247,0.002717408,0.000729302,0.001074937,0.000184358,0.001209817,7.16E-06,0.000109441,0.000375512,0.000100614,0,0.001631438,8.94E-05,2.94E-05,0.001706468,0.000439128,0.002683684,0.000344146,2.97E-05,0.005900727,0.002592957,0.000980574,0.00110308,0,0.000804773,0.000638578,0.005270148,0.002429606,0.002065872,4.95E-05,0,7.52E-05,0.003986662,0,4.64E-05,0,0,0.003564578,0.001571879,0.000764071,0.00438582,0,0,7.02E-05,0,0.002859888,0.000299128,0.005753848,0.005194801,0.000943374,0.00058708,0.001613099,0.000299372,0,0.000195722,0,0.002457006,2.14E-06,0.001176581,8.43E-05,0,0.001913554,0.000347496,8.19E-05,0,0.000546603,0.000448263,0.000111396,0,0.003541661,0.000189492,0.000751802,0.000964703,0,0.003147212,0.000470489,0,0.000566768,0.006554606,0,0.002501852,0,0.000420393,0.000399043,0,0.000524654,0.001951547,0,0.001577644,0,0,0,0.000256793,0,0,4.34E-05,0.002057186,0.001603063,0,0.00053837,0.00056976,0.000387914,0.001680862,0,0.000272074,0.00019044,4.18E-08,1.80E-05,0.000176975,3.75E-05,0,0,0.000814107,6.81E-05,0.000109125,0,0,0.000105208,0.013843851,0.000391807,0.002012947,0,9.33E-05,0.002517693,0.001072239,0.000250874,0.000535065,0.000463764,0,0.000288448,4.64E-05,0,0.005341091,7.55E-05,6.58E-05,0,7.89E-07,0.00126316,0.000138234,0.000175168,0.000738511,0,2.74E-05,0,0,0.001195321,2.44E-07,0,0.00774113,0.000811812,0.002703183,1.50E-05,0.004400045,0.000864065,0.016602276,0.000311527,0,0.020567018,0.001543943,0,0.000332048,0,0.0004764,2.60E-05,0.003162937,0.000639835,0.001666623,0,0,6.08E-05,1.94E-05,0.000546351,0.00028895,0,0.005269527,2.59E-05,7.70E-06,0,1.89E-05,0,0.000291049,0,0.002429849,0,0.001889407,0.002861726,0.000316988,0.002673116,0,2.36E-07,0.002818969,0.001520696,0.002774913,0.001257096,0.016879893,0,0,0.003533286,5.88E-05,0,0.001691364,2.31E-05,0,0.001009384,0.00149899,0.000788023,0,0.000662529,0,0.000789146,1.50E-05,0.002211822,7.52E-05,0.000759553,0,0,7.15E-06,0.002957662,0.004535628,0.000812456,0.000315272,0.002927268,0,0.001372887,7.37E-05,0.001035269,0,0.00357771,0.002472977,0,0.058164482,0.00066282,0.003848402,0.002529574,0.001256338,0.020205768,0.000361109,0.001959144,0,2.36E-07,0.006978553,0.000641087,0.003415072,0,0,0.001855451,3.55E-05,0.002515971,0.001209817,2.56E-07,0.002429606,0,0.001889765,0,0,0,0,0.000358634,0,0.00208308,0,0,0.002429606,0,0,4.64E-05,0.010501593,0.001374929,0,0.002800928,0,0.003102008,0,0,0.002720291,0.004433772,0,0.000455105,0.001630557,0,0.005319145,0.005975818,0.002146169,0.00025556,0.0171209
estuary,0,0,0,0,0.00016764,3.16E-05,3.77E-05,3.78E-05,0,0.007275153,0.0001,4.32E-05,0.00076995,0,0.00456478,0,0.002670847,0,0,0.001911645,0.001809514,0.000422034,0.003271813,8.62E-06,0,0,0.001218618,3.78E-05,0.004146438,0.001835628,0,0,0.09016184,0.001337809,0.005968265,0.000123312,0,3.52E-05,0.000215153,0.005245859,0.003580795,0.001793891,0,5.83E-05,0,0.001762806,4.97E-05,5.07E-05,0.000893623,0.003054129,0,0,0,0.001758435,0.001494445,2.70E-05,7.16E-05,0.001382963,0.004187187,0.003846225,0.010599073,0.001412241,0.002070134,4.40E-05,0,0.001194541,0.000797119,0,0.000159622,0.003664993,0.0016302,9.77E-05,0.003946434,0.011133043,0.000373671,0,0,0.000407199,0.000502309,0.007005176,0,0.006819207,0.001370714,0,0,0.000317586,0,0,0.0058896,0.002785958,0,0,0.001776751,0,0,0.000424289,0.003976276,0.000113805,0.000657607,5.15E-05,0,0.001793891,0.000248989,0.001723983,0.000811076,0,0,0,0.003514099,0.001929547,0,0,0.000797119,0.00012703,0.000356524,0.00144809,7.83E-05,0,0.000570808,1.38E-05,0.000870866,0.000502328,0.001536222,0,0.000481029,0.001739675,0.009554224,0,0.005506237,0.002212131,0,0,0,0.000425993,0,0,0.000949057,1.38E-05,0,0.000223882,0,0,1.16E-05,0.001162283,0.001436322,0.000408056,0,0.007499127,0,0,0,0,0.000268187,0.003632171,0,0,0.015502336,0.000405273,0,0.000287001,7.83E-06,0.004530063,0.001655532,0,2.03E-06,0,0.003256815,0,0,0,0.008820503,0.000817391,7.98E-05,0.00703063,0,0,0.00435181,9.69E-05,0,0.003950092,4.85E-05,0.002835655,2.51E-05,0.002295716,0.003043994,0,0,0.001453316,0.000214639,0.007257338,0,0.001293872,0.002601079,0.000198513,0,0.000788106,0,0,7.85E-05,0.00175531,0,0.000996773,0.001091688,0.00012703,0.004057488,0.003188976,0,0,0.003491529,0,1.47E-05,0.001877505,0.000756702,0.000241372,0,0,0.001003233,0.00055209,0,0,0,0,0.000794283,0.000407487,0.00170941,0,0,0.000877979,0,0,0,0.005630442,4.72E-05,0.00457582,0.010259748,0.003215868,1.50E-05,0.005471452,0.005012977,0.000769477,0.003035624,0.000969876,0.000198172,0,6.78E-05,0.003821739,1.42E-05,0.00292157,0,0.001793891,0.003098149,0.002787297,7.98E-05,0,1.03E-05,0,0.001138108,0.00067799,0,0,0.00023506,0,0,0.000325345,0.001738599,0.000713885,0,0,9.15E-05,9.50E-05,0.001594619,0.004450247,0,7.48E-05,0,0,1.19E-05,0,0,0.005939665,0.003041933,0,0.000996773,0.003084874,0.001414696,0.000976408,0.002563762,0,0.006184093,0.000250332,5.66E-05,0,0.000797119,0,0,0.015696856,0.002470415,0,0,8.12E-05,9.78E-05,0.000343827,0,9.18E-05,0.000944903,5.68E-06,0,0.142932017,0.002536442,2.06E-05,0,0,0.008717852,0.005503301,0,0.00033633,0.000130718,7.98E-06,0.00252395,3.57E-05,0.000423758,0,0.000797119,0.000255346,0.000490214,0.003972554,3.69E-05,0,0.000890922,3.61E-06,0,0,0.00012703,0.000717509,0,0.001914188,0,0.001601164,0.000364506,0.000246306,0.000700866,9.63E-05,0,0,0.002189332,0.002225687,0.002879579,1.54E-05,0,0,4.97E-05,0,0.00012703,0,0.002990178,0.000133996,0,0.020010631,0.0001712,1.50E-05,0,0,0.000797119,0.002234308,0.000595243,0.002928235,0.002413616,0,5.28E-05,0.002074295,0.000408911,0,1.54E-05,0,0.000797119,2.71E-05,0.001560394,2.07E-05,0.003570122,0.002436647,0.000204401,0.002656106,0.000468814,0,0.003092919,0.001396844,0,0,0,0,0.003356292,2.34E-06,5.43E-05,0.002747783,0.000139055,0,0,0.000292431,0,0,6.98E-05,0,0.000379051,0.00022065,0.001008063,0,9.97E-05,0,0.002608244,0,0,0.000258332,4.79E-05,0.000817839,0.00180841,0,0,0,3.90E-06,0.000557055,0.006650768,0.004337251,0,0,0.002207277,0.001400564,3.59E-05,0.000203813,0.000356846,0.004232939,2.21E-05,0.000586794,0,0.000332284,1.71E-06,0,8.88E-05,1.33E-05,0,0.001734835,9.57E-06,3.22E-05,0,0,0.000405273,0,0.001402045,0.00015497,3.18E-05,0.009655937,0,0.000998599,0.012299754,0.000525414,0.000238397,9.14E-05,0.000850355,0.001087117,6.48E-05,4.97E-05,0.002901014,0.002956792,0.000745413,0,0.039092239,0.002530813,1.37E-05,0.000332585,0,0,0.009438732,0.001193488,0,0.00099187,7.86E-05,0.000774628,0.000100536,6.40E-05,0.00013021,0,7.62E-05,0.003386772,0,0.015894959,6.32E-05,7.20E-05,9.72E-05,0.00017488,0,0.000405273,0,0.000675264,0.00026842,2.23E-06,0,0,2.37E-05,0.000563607,0,0.003387543,0,0.013081932,0,0.000838386,1.16E-05,0.00204839,8.03E-05,0.000521467,0.009632092,3.08E-05,0,0.000564303,0.000727245,0,0.001924176,0.000325202,0.009970378,0.002587775,0,0,0.010040343,0,0,0.000252087,0.000703325,0.000996773,0.003131573,0,2.87E-05,0,0.004890496,0.000612125,0.000103786,0,0.002226579,0,0,0.019458334,0.002381345,0.003137891,0.001437472,8.52E-05,0.001763327,0.000415315,0,0,0,0.004073675,0,0,0,0,0.000309026,0.002453652,0,0.000127617,0,0,0,0.000644617,0,0,0,0,4.55E-05,1.96E-06,0,0,0,0,0,0,0.003528568,0.007883595,1.12E-05,5.40E-05,0.002748062,0,0,0,2.44E-06,0,0.000619571,0.000797119,0,0.010300694,0.000238397,0,0,0,0,0.002819116
